Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Map of California illustrating its climatology, comparative area, rail lines, topography, etc., compiled from official and authentic sources","Map of California illustrating its climatology, comparative area, rail lines, topography, etc., compiled from official and authentic sources",,English,Southern Pacific Company. Passenger Department,,Railroads,1907,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2715,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2715/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2715,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2715/manifest.json,UMN_ALMA:9912094700001701,p16022coll230:2715,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of city of Eureka, California : showing ward and precinct boundaries, etc","Map of city of Eureka, California : showing ward and precinct boundaries, etc",,English,Eureka Printing Company,,Roads,1925,,,"Eureka, California",,https://umedia.lib.umn.edu/item/p16022coll205:685,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/685/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/685,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/685/manifest.json,UMN_ALMA:9958107260001701,p16022coll205:685,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Humboldt County : showing the famous redwood highway,Map of Humboldt County : showing the famous redwood highway,,English,Eureka Printing Company,,Scenic Byways|Railroads|Roads,1920 - 1929?,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2515,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2515/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2515,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2515/manifest.json,UMN_ALMA:9958102410001701,p16022coll230:2515,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Utah,Map of Utah,,English,Geological Survey (U.S.),,,1899,,,Utah,"0.0,0.0",https://umedia.lib.umn.edu/item/p16022coll230:2549,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2549/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2549,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2549/manifest.json,UMN_ALMA:9962863800001701,p16022coll230:2549,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Utah Territory,Map of Utah Territory,,English,"Mahon, Charles",,,1879?,,,Utah,"-114.0833,-109.0,42.0,37.0",https://umedia.lib.umn.edu/item/p16022coll230:2565,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2565/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2565,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2565/manifest.json,UMN_ALMA:9974089897401701,p16022coll230:2565,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of White Pass & Yukon Route and connections,Map of White Pass & Yukon Route and connections,,English,,,Transportation|Transportation,1917,,,Alaska,"-170.0,-112.0,72.0,47.0",https://umedia.lib.umn.edu/item/p16022coll230:2558,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2558/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2558,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2558/manifest.json,UMN_ALMA:9935237680001701,p16022coll230:2558,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Yosemite Valley, Yosemite National Park, California, Mariposa County","Map of Yosemite Valley, Yosemite National Park, California, Mariposa County",,English,Geological Survey (U.S.),,,19071929,,,California,"-119.7278,-119.5,37.7847,37.7",https://umedia.lib.umn.edu/item/p16022coll230:2612,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2612/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2612,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2612/manifest.json,UMN_ALMA:9951653270001701,p16022coll230:2612,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map showing detailed topography of the country traversed by the reconnaissance expedition through southern & southeastern Nevada,Map showing detailed topography of the country traversed by the reconnaissance expedition through southern & southeastern Nevada,,English,United States. Army. Department of California (1865-1913),,,1869,,,Nevada,,https://umedia.lib.umn.edu/item/p16022coll230:2552,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2552/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2552,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2552/manifest.json,UMN_ALMA:9921010780001701,p16022coll230:2552,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map showing the distribution of the native tribes of Alaska and adjoining territory,Map showing the distribution of the native tribes of Alaska and adjoining territory,,English,"Dall, William Healey, 1845-1927",,Indians of North America,1875,,,Alaska,"175.0,-115.0,70.0,53.0",https://umedia.lib.umn.edu/item/p16022coll230:2533,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2533/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2533,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2533/manifest.json,UMN_ALMA:9927577750001701,p16022coll230:2533,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Maps of Utah Territory, Great Salt Lake valley and Salt Lake City : with portrait and autograph of Brigham Young","Maps of Utah Territory, Great Salt Lake valley and Salt Lake City : with portrait and autograph of Brigham Young",,English,"Froiseth, B. A. M",,,1870,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2546,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2546/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2546,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2546/manifest.json,UMN_ALMA:9923495590001701,p16022coll230:2546,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Nevada and the southeastern portion of California,Nevada and the southeastern portion of California,,English,Clason Map Co,,,1907,,,Nevada; California,,https://umedia.lib.umn.edu/item/p16022coll230:2547,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2547/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2547,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2547/manifest.json,UMN_ALMA:9912098610001701,p16022coll230:2547,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
North Western America : showing the territory ceded by Russia to the United States,North Western America : showing the territory ceded by Russia to the United States,,English,United States Coast Survey,,,1867,,,Alaska,"160.0,-130.0,75.0,50.0",https://umedia.lib.umn.edu/item/p16022coll230:2528,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2528/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2528,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2528/manifest.json,UMN_ALMA:9927563040001701,p16022coll230:2528,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Northwestern New Mexico,Northwestern New Mexico,,English,United States. Army. Office of the Chief of Engineers,,,1885,,,New Mexico,"-109.0,-106.0,37.0,34.0",https://umedia.lib.umn.edu/item/p16022coll230:2513,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2513/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2513,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2513/manifest.json,UMN_ALMA:9923530440001701,p16022coll230:2513,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Official railroad map of California,Official railroad map of California,,English,Railroad Commission of the State of California,,Railroads|Railroad Companies,1926,,,California,"-124.0,-114.0,42.0,33.0",https://umedia.lib.umn.edu/item/p16022coll230:2519,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2519/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2519,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2519/manifest.json,UMN_ALMA:9974084186101701,p16022coll230:2519,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
